VehicleID,Amount (Million Naira)
VHL13743,2.2840755050916006
VHL19323,124.35318454775067
VHL16129,6.106399172445589
VHL17626,6.919461989665375
VHL14525,0.3470673398600918
VHL15597,110.63156197640076
VHL19429,5.96978315574011
VHL14074,18.178674948021158
VHL17422,62.89284677985746
VHL11861,36.60122611355708
VHL19828,27.375108405584854
VHL14000,3.0506086247824578
VHL12312,8.365003570384298
VHL16257,6.868501402116274
VHL14859,2.1570575418036175
VHL16048,2.9100401936761693
VHL14039,1.0215261881794198
VHL10296,2.117999003954227
VHL14949,1.8103094451252015
VHL17034,33.63952329230739
VHL17149,25.114966330024657
VHL19677,7.8233045208635374
VHL14433,4.346717427711929
VHL16582,4.270530930578306
VHL10059,5.940371574846782
VHL17140,12.80143590065554
VHL10364,9.186366326054141
VHL16932,4.686059711490312
VHL18587,6.085589108794764
VHL13635,1.4410372509887406
VHL18371,36.391714852146045
VHL19622,15.590587586042057
VHL18669,19.71508570015976
VHL17359,3.219808910536688
VHL19788,9.085744961765835
VHL19078,14.45680530011598
VHL12673,2.342566117848659
VHL17895,1.8662017507913815
VHL18950,19.356909604967964
VHL13562,64.76130324516073
VHL11306,17.195050186223355
VHL15496,8.093280068568808
VHL11927,17.735507454177085
VHL10392,32.69197533836797
VHL14124,4.162499864804748
VHL12586,6.0301048869778855
VHL12895,3.9729378674863978
VHL18481,9.196434249597992
VHL11310,4.152533804385661
VHL15810,3.4972568970505304
VHL16037,10.459880668717632
VHL19627,29.73408594817676
VHL11152,17.60240912424958
VHL17698,32.400090971474306
VHL19815,59.171773377919514
VHL18192,4.912879309264152
VHL19720,2.1183756262302005
VHL11686,9.468568727736104
VHL18649,6.010210062114222
VHL12765,5.245960310457296
VHL10026,15.539330850348533
VHL11001,8.592454809489837
VHL13433,7.306344688460084
VHL17827,2.2518034205993236
VHL12344,4.517832286693047
VHL17308,54.55531466956962
VHL18722,2.2571540556308425
VHL17199,7.405545371211903
VHL15338,4.343206592980394
VHL16946,6.180804733611146
VHL11039,3.2395264046535526
VHL18017,10.94717004782766
VHL15945,17.88122991937168
VHL14724,5.422187538695187
VHL15314,26.50540544302395
VHL14276,4.467847339175119
VHL17883,2.4444650040006723
VHL14385,20.957676759093072
VHL18665,1.3700522239512514
VHL15936,76.19140830802671
VHL19518,4.791932883020096
VHL13530,1.8036510703302107
VHL17861,4.924968238046753
VHL10966,46.656877208258265
VHL11652,8.966430154926286
VHL16641,12.89873743155207
VHL12017,25.051604118706972
VHL14856,5.75433513655669
VHL16801,6.710214630002032
VHL16814,31.159427019865706
VHL13748,5.745038769742713
VHL13104,7.988858016612691
VHL10022,22.835073212871112
VHL14787,3.6082275308282785
VHL19015,3.783739923242312
VHL11089,3.6833567199269375
VHL13873,4.609876726397398
VHL15486,30.525114890047053
VHL13253,1.2280519113576622
VHL15232,1.8772415017694761
VHL18914,5.784247076469703
VHL14922,5.462820836923189
VHL14541,2.979817542799816
VHL15820,17.331666092164216
VHL10710,5.878975827966532
VHL11752,2.4518785676482193
VHL13868,3.8317624331268454
VHL17442,23.427933461719103
VHL14571,18.11185814708189
VHL17155,3.998326659595938
VHL11093,7.708877448112406
VHL18280,3.695238317048517
VHL18425,4.7656261516046845
VHL10175,1.6663717205678588
VHL15307,11.589414236975776
VHL18062,6.113061286812208
VHL18972,3.4686938177673405
VHL11185,5.835336378348935
VHL10343,4.372769957876257
VHL10450,4.056698499863862
VHL19621,7.611396930680356
VHL14502,6.736689409902794
VHL12768,6.627311430380523
VHL19922,12.307481000209279
VHL10824,14.921616232683759
VHL16646,6.9097621296257765
VHL15462,9.863235395047456
VHL15801,6.590503390220785
VHL10322,8.677719573659118
VHL15613,7.339543711178055
VHL17756,4.682781096128821
VHL16186,18.024848061730726
VHL19061,4.875656048765594
VHL13446,42.72281764215247
VHL10599,14.693363130296191
VHL18255,19.868490279687155
VHL17948,6.67181225405914
VHL17616,-0.2673222208171739
VHL17664,48.15937973405809
VHL18299,3.1903919819007576
VHL18959,7.5141167509937175
VHL10473,9.085744961765835
VHL17271,14.311105356638455
VHL19798,6.183936540747335
VHL17935,135.51013301545746
VHL10245,29.740658558027615
VHL15041,5.117853644002412
VHL15001,6.9369984509006235
VHL16287,2.204376988057685
VHL13974,14.774321671688375
VHL15764,27.59644360980337
VHL18888,3.398100949990049
VHL14882,6.798836543759282
VHL19424,6.3472705367579
VHL13785,210.55356818618407
VHL10783,12.355819381046153
VHL19808,4.584423404105308
VHL18890,14.288111073205792
VHL13440,5.510836165506698
VHL13285,7.341015409945508
VHL18805,40.403369264897734
VHL18550,1.4905874167282789
VHL10061,16.60503497598862
VHL18522,19.695304674913977
VHL16813,6.7568076041491665
VHL11036,12.974827753998495
VHL12107,22.37264041576559
VHL17826,11.394970563056697
VHL14449,1.7133944180693408
VHL14938,2.0681636265053513
VHL14098,10.638393108088508
VHL19241,4.851744747233233
VHL17856,3.5053527843199674
VHL18900,2.6279949718543776
VHL11133,10.873915321567372
VHL11687,23.228370350855613
VHL12719,2.2180044877470317
VHL15531,5.182380024267617
VHL17329,37.47777058845751
VHL16806,2.194109274941456
VHL11582,2.0935075977390647
VHL16362,2.976162209509326
VHL11119,2.6987952331422327
VHL13806,33.38321875975722
VHL11733,2.013962803380863
VHL18959,96.06848299700948
VHL17287,3.787802958159155
VHL11709,12.538068639795235
VHL19793,5.081809280732934
VHL19880,2.1464583938789676
VHL19964,22.279416943158925
VHL12784,20.237570814568944
VHL17371,15.41019685442543
VHL12439,2.9266505076264493
VHL16652,5.041353300947129
VHL17836,12.057826081399094
VHL16597,8.070828503343778
VHL18707,5.715501943610685
VHL16683,12.189500176558477
VHL15365,2.473794610662152
VHL13507,6.144536265379838
VHL14459,25.27622598130174
VHL19300,6.753822600743234
VHL18418,20.013899590688215
VHL15350,3.9654942711994052
VHL15927,3.28596304528193
VHL12985,12.48185080281639
VHL10426,29.651685647590757
VHL10506,6.107142647024314
VHL11042,17.829589405902933
VHL18043,5.224479569771835
VHL16258,5.165469945986635
VHL19326,5.343921415392864
VHL15424,11.719148581702845
VHL19014,6.5279438259182365
VHL11310,8.30215374100077
VHL12927,9.535498504325647
VHL10082,7.497839209468363
VHL10068,17.827206799022594
VHL13660,4.266652312769536
VHL18810,7.55422694475052
VHL17666,31.040907853482935
VHL18022,4.558348763937692
VHL11237,17.612543531739437
VHL17240,12.441027985548507
VHL13512,9.134236170087833
VHL10596,109.78725403519441
VHL10073,7.025803346955385
VHL13719,2.3136111502368255
VHL10077,1.037408166653149
VHL13151,5.016958252305147
VHL12499,3.7438289433096856
VHL18832,21.741896063945102
VHL16790,9.27551570956168
VHL13880,40.11681227350464
VHL19448,6.173465673221712
VHL15860,6.828920011993856
VHL14538,5.769369124376212
VHL16505,7.422684672249471
VHL11544,22.23631389806909
VHL19830,9.38946647053727
VHL10194,6.360631125993607
VHL15744,3.3844376214846315
VHL10957,3.5091840397947176
VHL12568,3.496542026711531
VHL19448,10.766256005071712
VHL14417,2.1840736373887495
VHL10368,13.394588855316991
VHL10806,2.766259109499438
VHL17414,8.952383386245124
VHL14892,2.6898744505378347
VHL17933,11.236188650015322
VHL15852,40.51367904020786
VHL10505,24.136587445067708
VHL18345,16.712898503545393
VHL13294,12.543065927484095
VHL18253,10.483761100098588
VHL17152,9.196888269515359
VHL12883,53.29702235829495
VHL16101,11.568065164666699
VHL15563,12.619860801552562
VHL10313,3.8089248988165902
VHL18291,1.4002882920282487
VHL13553,4.940431389802555
VHL11440,3.6198112076669156
VHL15887,4.740533995716619
VHL17489,14.145867250968545
VHL16271,6.93414961789919
VHL15007,54.732251623437485
VHL15329,19.35512888814559
VHL13826,7.945829319565735
VHL11568,7.408023037804466
VHL13578,7.8483155976801635
VHL16302,3.147035798734944
VHL12677,6.728136250483572
VHL18866,3.938009441910264
VHL11976,3.5531012713271566
VHL17817,15.724161212760706
VHL16893,2.955978336045776
VHL11075,1.8603266346869056
VHL14865,5.902661688559804
VHL13535,4.713938330564357
VHL16299,24.622749697918284
VHL19327,1.786482088192482
VHL10055,3.9458588667061014
VHL14258,4.5053548228686005
VHL11527,2.713636627959268
VHL17682,-0.09512546347823303
VHL10073,5.784944721007005
VHL14599,25.53771643641305
VHL15495,8.410632522812767
VHL13387,1.9430913616695011
VHL19505,4.665641007232232
VHL16307,2.347249493470063
VHL11034,58.88973074445292
VHL13625,3.410549593438013
VHL19623,5.893913720147348
VHL10838,2.2534503138754864
VHL11711,4.041320868522738
VHL14148,2.9766369600672733
VHL15745,1.3870045248485987
VHL15705,4.68451492663333
VHL14767,14.59015821084454
VHL10108,6.018676110723535
VHL17818,3.2060214927334862
VHL18324,8.810548695004792
VHL19741,13.615745422567633
VHL11815,9.162180107314187
VHL18939,6.0023205276435485
VHL18042,1.534604568577264
VHL13176,2.0581650133952603
VHL16859,4.230590511572868
VHL14405,4.986901515423965
VHL14751,25.008607938619104
VHL18416,3.183871453289998
VHL13952,9.196888269515359
VHL14726,2.454784031569663
VHL11889,6.0113078230167085
VHL12851,21.26999002908676
VHL12862,4.10080190077338
VHL14262,4.072648601186266
VHL13520,7.7999833958893605
VHL14967,3.2318923916752857
VHL14728,4.317672527391782
VHL15340,6.365434031589031
VHL14760,7.619310769664216
VHL18498,3.338497635083506
VHL18440,4.393660099810645
VHL18477,5.693393497364721
VHL16456,8.52087617869626
VHL19596,1.8365036017981096
VHL19616,14.17597711350824
VHL12885,16.106794621022715
VHL13080,4.642400583762805
VHL10988,4.449323864008664
VHL16251,4.045307864777064
VHL16941,4.261215652463695
VHL19708,6.467626556952457
VHL13116,36.19713137512763
VHL17823,9.394368852090196
VHL14587,12.168115807947236
VHL16807,2.6662708925659975
VHL15706,5.996797261250637
VHL19568,5.556979272521212
VHL12877,27.002929524157803
VHL16412,1.4323348976327879
VHL18036,85.1056856330941
VHL16860,15.81841234601503
VHL14755,3.1385550351705067
VHL19234,22.55514707145851
VHL13272,2.1721400906321136
VHL16892,2.4367761873048264
VHL17413,18.654321190055125
VHL18817,2.9254438520266888
VHL11681,6.126335645234804
VHL10192,45.82486572696604
VHL16374,5.955672115975386
VHL17630,11.544937233116693
VHL15610,2.753281843539737
VHL11364,3.416455307959955
VHL13136,24.237341147676215
VHL10038,6.668387283450385
VHL12580,5.85672544165963
VHL14253,8.663788603808515
VHL17421,11.665730247921763
VHL15458,3.017088490236985
VHL12574,2.2829573749950978
VHL14109,10.921994356321706
VHL15943,6.199906176425564
VHL17404,4.458988422488239
VHL14940,11.4560230821938
VHL16625,11.157311589260443
VHL12066,5.595858390723083
VHL12899,8.686909245640827
VHL11652,13.130049840167606
VHL17554,68.69640536844189
VHL11567,6.073889379657705
VHL10163,6.6472265974310965
VHL10355,19.951534477412768
VHL12041,4.7137478157336
VHL13416,10.804021710302697
VHL15974,2.26799134752667
VHL12082,5.002708348524425
VHL12319,2.5832254420652734
VHL12556,4.759966411863863
VHL18675,7.126807422461915
VHL13381,2.035812424115472
VHL14325,43.67096550655102
VHL15875,4.5284828604026295
VHL10638,5.353142642557073
VHL10544,2.803852003951633
VHL11654,2.819459675919313
VHL14423,1.170546225141882
VHL14569,5.5523416446709
VHL15007,1.981313892307691
VHL18221,27.32648939332965
VHL10785,1.5382510984564337
VHL16546,2.5992187596248026
VHL19173,8.72580820038852
VHL11731,13.515437160074482
VHL18180,5.6723513047471785
VHL19452,5.571921345729212
VHL16163,6.234885371591705
VHL14877,4.536292131323161
VHL10102,48.91298006927901
VHL16046,12.648049648601173
VHL13684,14.885561794865337
VHL18749,34.98622423036185
VHL15304,9.79458088188944
VHL10117,67.3652986382492
VHL19957,1.3928589759463321
VHL19132,2.9119120749522494
VHL15383,9.76455880966881
VHL10136,33.602690741176666
VHL17919,4.225119666579723
VHL11444,3.240971154720311
VHL18795,25.717890760013304
VHL12062,5.451351480246914
VHL15890,7.882013264334117
VHL17372,37.93139500377113
VHL12038,12.350850105641712
VHL19368,2.4747215782004606
VHL10476,4.366136429151044
VHL14079,2.4056941524150943
VHL10401,3.7394202337834845
VHL12810,42.511358337713624
VHL19466,1.8153207763939097
VHL15757,5.0122969875333965
VHL15894,2.907563160227882
VHL18056,9.736847696770862
VHL16634,4.514598707189635
VHL16608,3.695238317048517
VHL19831,3.498574795269216
VHL13863,12.257192039582177
VHL11159,4.805468192989262
VHL15412,12.544497104178225
VHL10730,5.261415404781362
VHL17248,3.323136722205145
VHL16421,20.17477708643793
VHL11328,5.987538359372924
VHL18439,4.677966068099186
VHL12340,4.946388948857983
VHL10461,4.593648539227823
VHL15024,5.3403419587657455
VHL11850,14.060575513003537
VHL16423,11.150610478589243
VHL16427,10.612036040804389
VHL13444,2.083396075140278
VHL16609,0.8321904475272913
VHL11522,9.040840835140976
VHL11433,12.102412103862322
VHL15853,2.345782266374014
VHL14168,2.850952461624632
VHL19004,7.104337553970339
VHL10827,31.09600696189732
VHL19998,4.9061321211891284
VHL14997,2.57723629791712
VHL15827,11.803348338753011
VHL18844,4.334983832303685
VHL10076,9.227013237732809
VHL16342,1.5438703808764458
VHL19420,3.4414424652839197
VHL12762,3.8520873434430807
VHL16916,3.1613575698159195
VHL10660,5.67678762379709
VHL18142,6.769135123415604
VHL13721,6.64118874941671
VHL18101,7.765294620294925
VHL11732,2.4998933400017638
VHL14351,4.313543490349097
VHL16617,3.908185150562474
VHL13840,6.958438135456695
VHL10596,2.7413902822907037
VHL19148,2.5107073936142785
VHL16845,13.745012223988843
VHL17262,11.709637934691939
VHL17801,8.98535361229128
VHL18039,18.42919205732467
VHL15369,11.309578291711764
VHL14483,3.416607373162025
VHL19700,5.707916871277796
VHL15877,23.930158653778715
VHL15552,16.446275395496937
VHL18756,13.038270483949425
VHL10301,13.829301478090818
VHL17678,4.354611792107438
VHL17604,1.8243051682858218
VHL17969,86.01456330564086
VHL17089,8.770943086836217
VHL13239,64.36242640823905
VHL12466,3.810998395097229
VHL16020,12.906910374425166
VHL15014,4.509265179030794
VHL13302,4.991564039623363
VHL17986,6.000203199044457
VHL14724,7.739518758547706
VHL15147,3.62850407368729
VHL15325,3.0468240023308923
VHL16131,15.533092341988068
VHL14868,2.2125156336289433
VHL15382,21.600420689149704
VHL12164,6.183936540747335
VHL11723,6.725542395601269
VHL14888,6.593936197589676
VHL17997,3.565218057722337
VHL11576,6.6332310794185245
VHL16048,5.907953903510361
VHL17795,5.4462076846024585
VHL15642,6.264995604979068
VHL13953,6.065420426086092
VHL10189,15.123778839722029
VHL13338,6.195733258021565
VHL19247,34.78427972457064
VHL16429,18.274289608181235
VHL10272,2.0216925081913515
VHL12716,3.837573104214018
VHL12652,5.962477292942343
VHL13545,19.813192983619615
VHL11323,3.704469543131721
VHL15121,23.693234881365765
VHL17568,7.390627250241362
VHL11886,3.2066838006434963
VHL17402,12.734651547283155
VHL10243,10.82705039507836
VHL13407,2.6992982221155635
VHL12149,3.065967070178966
VHL11037,9.66179460965287
VHL17924,9.358186637206025
VHL12180,14.476763259930417
VHL14683,8.422329761720862
VHL18920,3.484058146147714
VHL12024,3.00252933417457
VHL13968,78.91815384945131
VHL11079,2.922092150427842
VHL14355,1.5747844626375418
VHL11824,2.5731954476284264
VHL19942,3.7868232744418626
VHL12917,76.75745886361116
VHL15326,46.16358797968079
VHL13585,4.305443797171972
VHL12069,4.908776803975498
VHL17056,7.556053773926762
VHL10515,6.986403848817003
VHL16435,5.562625495477583
VHL17564,1.6828101067420949
VHL18798,3.9744580510200955
VHL10222,9.172386656934115
VHL17645,4.241149627773194
VHL10810,1.6958693042434885
VHL14216,4.2680401828646195
VHL13799,2.773915695980012
VHL19965,4.226535819646194
VHL18568,13.220593601950531
VHL17957,5.603366004099211
VHL11023,6.16427780596068
VHL17797,7.817102619254851
VHL16174,25.369409804884143
VHL15112,2.704547311589216
VHL10167,5.912203803723671
VHL18749,4.602184592510753
VHL16276,5.617633679988413
VHL15593,13.17512511585644
VHL18474,3.5576476972137105
VHL13000,4.485744279707011
VHL10796,4.776482299853302
VHL16443,24.39669005802807
VHL13954,9.3378185379931
VHL12761,5.536696803664197
VHL17916,10.161860838193354
VHL13145,7.910341871765657
VHL19331,10.978137919644299
VHL15623,17.07986621311891
VHL13922,15.186480749076333
VHL11222,3.6504544141848236
VHL15425,13.000870774559147
VHL19072,3.3821974296024866
VHL18649,13.137122966045714
VHL14730,1.4143974815690854
VHL12512,8.663560327481543
VHL18486,1.3002825812827865
VHL13182,4.650672916360148
VHL19735,9.987124315944568
VHL13370,27.627272433063002
VHL15038,8.061278277356188
VHL13034,3.4358632092103343
VHL16581,16.771300045160604
VHL12113,5.434379816242825
VHL16914,15.303672135253871
VHL18231,18.098054689346863
VHL14192,4.054160682056157
VHL10404,6.008765091630713
VHL10084,35.8033878842234
VHL13855,19.672409744167368
VHL14027,5.104834242106173
VHL16209,2.9037212028318025
VHL11144,28.666532184643355
VHL18646,5.153259795389647
VHL16431,5.653140874294256
VHL16873,3.3344312445302897
VHL19594,16.08934040114121
VHL18630,5.845034135688025
VHL17288,4.757264262379074
VHL13113,5.373650295181927
VHL18865,4.617292878526281
VHL18260,4.1839515399100256
VHL13198,13.509709535047525
VHL11475,4.7239931874608345
VHL18584,13.552140662973708
VHL14768,30.874853251414397
VHL16073,6.124523861576523
VHL15742,4.7070214379700195
VHL18879,1.7199369936563442
VHL12038,4.33683761416737
VHL19728,6.815861932737692
VHL17986,2.3174203536844518
VHL18819,4.161532785636305
VHL12225,1.3161275510200987
VHL19157,10.284254815144633
VHL19615,4.6266620069642626
VHL17175,3.2660956682428512
VHL13050,6.779340283550191
VHL13123,2.1673386807618695
VHL16065,1.935835402202134
VHL12484,2.1442860411399804
VHL11338,19.61855069058391
VHL17289,4.102415891245275
VHL15447,2.5942124524089163
VHL18803,6.158761060378107
VHL18294,4.61623677543644
VHL15133,4.813848717406637
VHL10657,2.87465659162371
VHL10619,8.36356756655727
VHL17912,12.971629481041516
VHL18164,8.896481943907558
VHL14504,4.868887151912031
VHL18885,4.3292075558953576
VHL10118,4.555793117767494
VHL17852,3.8382416654159712
VHL18834,8.540386802510259
VHL11508,1.395363130472487
VHL17633,1.2497293463485863
VHL15893,7.704520092722267
VHL14089,13.443888664940252
VHL18800,30.361406022805213
VHL12314,2.0791101155896974
VHL18047,18.619169085271082
VHL11118,3.304650862376698
VHL17922,3.825123354289596
VHL17121,2.7242479961350017
VHL13960,5.042624661581946
VHL15350,3.147466345943357
VHL17939,5.0325352505964025
VHL11888,9.951109086868504
VHL17044,4.04621058624732
VHL10290,30.461272901717376
VHL19497,13.113214544838717
VHL17807,10.23290945818395
VHL11467,72.96553843692149
VHL14703,14.096208124889868
VHL17518,5.752806345432305
VHL19578,1.4287343118363218
VHL10425,24.547813508655235
VHL11304,0.9887635248180833
VHL10086,4.169605173869369
VHL19512,2.0911747502338454
VHL13350,3.397824742521339
VHL12694,50.52631579518911
VHL12838,79.99347649963097
VHL16255,2.385901365285973
VHL15196,10.91739999896057
VHL16844,10.089446768182123
VHL10977,9.012168381876442
VHL18145,8.68121139424438
VHL12297,3.1734571854241502
VHL15274,10.603057760407896
VHL15478,9.775118425920413
VHL16940,3.3655686570056162
VHL14407,1.9649964105383138
VHL19544,6.2172031397141865
VHL10519,32.63864814443273
VHL16928,2.3403877433191145
VHL11692,4.53336273534384
VHL15180,5.390958051672784
VHL19040,3.021348867750461
VHL11628,9.230997011708702
VHL19845,2.9773407898886433
VHL16574,80.9680374746193
VHL14807,5.343621552689708
VHL11188,17.04764962994125
VHL18077,33.43272843140081
VHL14836,4.742839567714392
VHL13406,2.3555442611914077
VHL18365,1.802389173558031
VHL18328,1.7684849611464877
VHL14695,3.5283907313732645
VHL12724,5.784325228771567
VHL10202,5.426678562501958
VHL12815,0.5933533400813188
VHL12630,24.252351313470367
VHL14283,12.490886202772684
VHL18698,3.0233001555276693
VHL10141,4.080205250437313
VHL16204,5.905723291069166
VHL11310,8.90567029758781
VHL18878,3.9585377142501357
VHL19310,7.312100190504598
VHL18219,4.7029826679271
VHL13108,5.156462357462942
VHL14070,48.13364484773382
VHL16891,4.032572227123278
VHL10398,6.8887040543746005
VHL12755,4.300415932870551
VHL12995,4.638228346315135
VHL12158,3.6793446426669476
VHL17814,12.941251869672191
VHL15098,2.2347973558666796
VHL13066,8.422390955764046
VHL13362,3.82476047606036
VHL13443,2.2599331909952713
VHL18173,1.9729954273853842
VHL16277,16.12504687240482
VHL17380,5.657730264006804
VHL18129,9.209209965756704
VHL11891,2.023265951816155
VHL11042,4.127988084623077
VHL16137,4.675662054959654
VHL13400,4.320358530891812
VHL19399,24.64327052363036
VHL16723,3.8410531683997
VHL12416,9.812241703676797
VHL10350,3.082548300139609
VHL13811,3.998604164335347
VHL13916,4.7619102295094855
VHL11857,8.741209277143653
VHL12040,4.651090008052535
VHL10872,11.016756113386231
VHL14351,18.363542548952477
VHL18230,7.87653228983815
VHL14851,21.499950634353223
VHL19426,7.762687502932816
VHL12795,30.541511294151153
VHL16882,27.890285665079094
VHL15924,4.226757178239534
VHL10807,1.875344104283745
VHL10611,4.010278388282713
VHL15296,4.256604770315467
VHL11333,8.458198173781112
VHL18616,3.7135371515827043
VHL15633,4.8427179739662645
VHL15157,2.4733898422308367
VHL16982,3.0566139027856214
VHL13879,14.01866942957958
VHL17585,6.07706395555481
VHL13116,3.162079447259624
VHL16982,3.389673295608926
VHL18017,10.299242342864583
VHL19155,7.562171967526756
VHL19997,2.547303390817721
VHL19660,4.650672916360148
VHL19990,7.646066252879391
VHL13582,3.119619756664518
VHL15998,15.192791599130409
VHL13285,0.9121592841930077
VHL16586,4.01777422529361
VHL15120,9.133078701309072
VHL14954,8.56193560882611
VHL18066,3.4793115205529523
VHL13559,5.323410887262641
VHL14707,8.99745108846949
VHL12562,11.144664968610579
VHL15527,2.65237472321686
VHL12878,14.912470336252584
VHL12507,3.375363155579057
VHL14699,1.41259558369722
VHL14730,13.341451668935234
VHL16614,5.95482549193692
VHL13024,4.3148295748716015
VHL19915,6.216788943327406
VHL13101,4.469545823626711
VHL13052,3.506075910941378
VHL19820,28.711506044875637
VHL11562,3.756235949665239
VHL16424,19.485340450587287
VHL10876,11.102204977412393
VHL12199,5.256624423857725
VHL17320,8.632654607406373
VHL13599,4.666098822423753
VHL15761,3.913224540543901
VHL12114,2.3101595449048804
VHL14797,2.597768061190075
VHL10360,16.345394170100686
VHL11344,17.7027187409151
VHL13709,2.0536828330167247
VHL19962,13.056925072893
VHL11021,3.137155639223538
VHL11988,6.832939707530059
VHL18459,3.7435127710643052
VHL12547,8.743784358511894
VHL17688,12.024791943751056
VHL10267,58.77396655880131
VHL17363,25.299842442512467
VHL19946,19.969509479120486
VHL17698,4.774728721576435
VHL10234,0.6052326962887146
VHL13897,9.810709021661546
VHL13543,2.878632860145703
VHL11002,10.654475563727251
VHL19102,5.353057923452223
VHL17633,86.72752424363908
VHL18124,5.0580279361975
VHL16120,2.89188978905983
VHL19186,7.995358946361182
VHL18664,4.6335622331676065
VHL17083,27.695067532992056
VHL13077,9.116985837242197
VHL17267,8.690970008459505
VHL18565,15.565617383224662
VHL13814,9.537722602511145
VHL18967,15.604662415132053
VHL13503,6.135577515916824
VHL13644,1.9916562961845994
VHL17079,4.551438093528081
VHL15239,15.058406620164979
VHL17245,1.9899707697448596
VHL10153,217.97772340835266
VHL19693,3.2562543786891003
VHL10773,3.9092238566065993
VHL11413,3.582638335913528
VHL10223,19.879196947319887
VHL18530,0.8448933380001131
VHL12551,3.8373288239637398
VHL17602,3.9789146639251567
VHL13375,26.178468876281226
VHL13337,20.026654198640728
VHL18551,6.4929503715946835
VHL17882,3.7397603059459024
VHL17761,3.2196961568126885
VHL12646,5.976391321863475
VHL15219,15.687430761198206
VHL14365,6.076226963661508
VHL16915,2.934009396828794
VHL10906,2.8597664848603284
VHL13513,1.8557050247367908
VHL14542,11.697615423764203
VHL14200,6.7573486599378425
VHL18013,7.041567704150811
VHL14772,11.018715645308658
VHL13641,9.417297416443851
VHL15001,4.191420758106502
VHL10409,7.432225428307253
VHL12698,17.757849452450227
VHL14128,6.778200544996778
VHL10621,3.7069741369669322
VHL13729,7.313245668384789
VHL16191,6.935457178179789
VHL11188,10.106736585902185
VHL14810,27.075492492281924
VHL16357,0.7231915224530837
VHL18353,5.791532186064468
VHL15843,4.000908808952164
VHL10210,3.201117815423949
VHL17457,4.643182417986497
VHL11022,8.816242454216015
VHL16541,4.145365277579132
VHL17647,2.649849139488748
VHL11229,50.188680586630205
VHL17996,2.9263464342443632
